Mod:Item:MetaData, Localized Name
ceramics:unfired_clay:4, Unfired Porcelain
ceramics:unfired_clay:5, Porcelain Brick
ceramics:unfired_clay:6, Unfired Faucet
ceramics:unfired_clay:7, Unfired Channel
ceramics:unfired_clay:8, Unfired Clay Plate
ceramics:unfired_clay:9, Clay Plate
ceramics:clay_bucket:0, Clay Bucket
ceramics:clay_bucket:0, Water Clay Bucket
ceramics:clay_bucket:0, Lava Clay Bucket
ceramics:clay_bucket:0, Molten Iron Clay Bucket
ceramics:clay_bucket:0, Molten Gold Clay Bucket
ceramics:clay_bucket:0, Molten Pigiron Clay Bucket
ceramics:clay_bucket:0, Molten Cobalt Clay Bucket
ceramics:clay_bucket:0, Molten Ardite Clay Bucket
ceramics:clay_bucket:0, Molten Manyullyn Clay Bucket
ceramics:clay_bucket:0, Molten Knightslime Clay Bucket
ceramics:clay_bucket:0, Molten Aluminum Brass Clay Bucket
ceramics:clay_bucket:0, Molten Brass Clay Bucket
ceramics:clay_bucket:0, Molten Copper Clay Bucket
ceramics:clay_bucket:0, Molten Tin Clay Bucket
ceramics:clay_bucket:0, Molten Bronze Clay Bucket
ceramics:clay_bucket:0, Molten Zinc Clay Bucket
ceramics:clay_bucket:0, Molten Lead Clay Bucket
ceramics:clay_bucket:0, Molten Nickel Clay Bucket
ceramics:clay_bucket:0, Molten Silver Clay Bucket
ceramics:clay_bucket:0, Molten Electrum Clay Bucket
ceramics:clay_bucket:0, Molten Steel Clay Bucket
ceramics:clay_bucket:0, Molten Aluminum Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrogen Clay Bucket
ceramics:clay_bucket:0, Liquid Oxygen Clay Bucket
ceramics:clay_bucket:0, Liquid Chlorine Clay Bucket
ceramics:clay_bucket:0, Liquid Sulfur Dioxide Clay Bucket
ceramics:clay_bucket:0, Liquid Sulfur Trioxide Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrogen Chloride Clay Bucket
ceramics:clay_bucket:0, Liquid Ethylene Clay Bucket
ceramics:clay_bucket:0, Liquid Sodium Clay Bucket
ceramics:clay_bucket:0, Brine Clay Bucket
ceramics:clay_bucket:0, Liquid Deuterium Clay Bucket
ceramics:clay_bucket:0, Liquid Tritium Clay Bucket
ceramics:clay_bucket:0, Liquid D-T Fuel Clay Bucket
ceramics:clay_bucket:0, Liquid Lithium Clay Bucket
ceramics:clay_bucket:0, Heavy Water Clay Bucket
ceramics:clay_bucket:0, Steam Clay Bucket
ceramics:clay_bucket:0, Liquid Glowstone Clay Bucket
ceramics:clay_bucket:0, Liquid Magma Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Clay Bucket
ceramics:clay_bucket:0, Frozen Water Clay Bucket
ceramics:clay_bucket:0, Liquid Crystallized Water Clay Bucket
ceramics:clay_bucket:0, Radioactive Water Clay Bucket
ceramics:clay_bucket:0, Clean Water Clay Bucket
ceramics:clay_bucket:0, Infected Water Clay Bucket
ceramics:clay_bucket:0, Liquid Methane Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Ice Clay Bucket
ceramics:clay_bucket:0, Liquid Hydrocarbon Clay Bucket
ceramics:clay_bucket:0, Liquid Chocolate Clay Bucket
ceramics:clay_bucket:0, Liquid Caramel Clay Bucket
ceramics:clay_bucket:0, Canola Oil Clay Bucket
ceramics:clay_bucket:0, Refined Canola Oil Clay Bucket
ceramics:clay_bucket:0, Crystallized Oil Clay Bucket
ceramics:clay_bucket:0, Empowered Oil Clay Bucket
ceramics:clay_bucket:0, Molten Fiery Clay Bucket
ceramics:clay_bucket:0, Molten Knightmetal Clay Bucket
ceramics:clay_bucket:0, Fiery Essence Clay Bucket
ceramics:clay_bucket:0, Slop Clay Bucket
ceramics:clay_bucket:0, Holstein Milk Clay Bucket
ceramics:clay_bucket:0, Friesian Milk Clay Bucket
ceramics:clay_bucket:0, Jersey Milk Clay Bucket
ceramics:clay_bucket:0, Goat Milk Clay Bucket
ceramics:clay_bucket:0, Sheep Milk Clay Bucket
ceramics:clay_bucket:0, Honey Clay Bucket
ceramics:clay_bucket:0, Beryllium Clay Bucket
ceramics:clay_bucket:0, Calcium Clay Bucket
ceramics:clay_bucket:0, Calciumcarbonate Clay Bucket
ceramics:clay_bucket:0, Chlorite Clay Bucket
ceramics:clay_bucket:0, Deuterium Clay Bucket
ceramics:clay_bucket:0, Glyceryl Clay Bucket
ceramics:clay_bucket:0, Helium Clay Bucket
ceramics:clay_bucket:0, Helium3 Clay Bucket
ceramics:clay_bucket:0, Heliumplasma Clay Bucket
ceramics:clay_bucket:0, Hydrogen Clay Bucket
ceramics:clay_bucket:0, Lithium Clay Bucket
ceramics:clay_bucket:0, Mercury Clay Bucket
ceramics:clay_bucket:0, Methane Clay Bucket
ceramics:clay_bucket:0, Nitrocoalfuel Clay Bucket
ceramics:clay_bucket:0, Nitrofuel Clay Bucket
ceramics:clay_bucket:0, Nitrogen Clay Bucket
ceramics:clay_bucket:0, Nitrogendioxide Clay Bucket
ceramics:clay_bucket:0, Potassium Clay Bucket
ceramics:clay_bucket:0, Silicon Clay Bucket
ceramics:clay_bucket:0, Sodium Clay Bucket
ceramics:clay_bucket:0, Sodiumpersulfate Clay Bucket
ceramics:clay_bucket:0, Tritium Clay Bucket
ceramics:clay_bucket:0, Wolframium Clay Bucket
ceramics:clay_bucket:0, Carbon Clay Bucket
ceramics:clay_bucket:0, Carbon Fiber Clay Bucket
ceramics:clay_bucket:0, Nitrocarbon Clay Bucket
ceramics:clay_bucket:0, Sulfur Clay Bucket
ceramics:clay_bucket:0, Sodium Sulfide Clay Bucket
ceramics:clay_bucket:0, Diesel Clay Bucket
ceramics:clay_bucket:0, Nitrodiesel Clay Bucket
ceramics:clay_bucket:0, Oil Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Compressed Air Clay Bucket
ceramics:clay_bucket:0, Electrolyzed Water Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Biomass Clay Bucket
ceramics:clay_bucket:0, Liquid Glass Clay Bucket
ceramics:clay_bucket:0, Honey Clay Bucket
ceramics:clay_bucket:0, Crushed Ice Clay Bucket
ceramics:clay_bucket:0, Fruit Juice Clay Bucket
ceramics:clay_bucket:0, Seed Oil Clay Bucket
ceramics:clay_bucket:0, Short Mead Clay Bucket
ceramics:clay_bucket:0, Sap Clay Bucket
ceramics:clay_bucket:0, Resin Clay Bucket
ceramics:clay_bucket:0, Latex Clay Bucket
ceramics:clay_bucket:0, Turpentine Clay Bucket
ceramics:clay_bucket:0, Apple Juice Clay Bucket
ceramics:clay_bucket:0, Apricot Juice Clay Bucket
ceramics:clay_bucket:0, Banana Juice Clay Bucket
ceramics:clay_bucket:0, Cherry Juice Clay Bucket
ceramics:clay_bucket:0, Elderberry Juice Clay Bucket
ceramics:clay_bucket:0, Lemon Juice Clay Bucket
ceramics:clay_bucket:0, Lime Juice Clay Bucket
ceramics:clay_bucket:0, Orange Juice Clay Bucket
ceramics:clay_bucket:0, Peach Juice Clay Bucket
ceramics:clay_bucket:0, Plum Juice Clay Bucket
ceramics:clay_bucket:0, Carrot Juice Clay Bucket
ceramics:clay_bucket:0, Tomato Juice Clay Bucket
ceramics:clay_bucket:0, Cranberry Juice Clay Bucket
ceramics:clay_bucket:0, Grapefruit Juice Clay Bucket
ceramics:clay_bucket:0, Olive Oil Clay Bucket
ceramics:clay_bucket:0, Pineapple Juice Clay Bucket
ceramics:clay_bucket:0, Pear Juice Clay Bucket
ceramics:clay_bucket:0, White Grape Juice Clay Bucket
ceramics:clay_bucket:0, Red Grape Juice Clay Bucket
ceramics:clay_bucket:0, Cider Clay Bucket
ceramics:clay_bucket:0, Apricot Wine Clay Bucket
ceramics:clay_bucket:0, Banana Wine Clay Bucket
ceramics:clay_bucket:0, Cherry Wine Clay Bucket
ceramics:clay_bucket:0, Elderberry Wine Clay Bucket
ceramics:clay_bucket:0, Peach Cider Clay Bucket
ceramics:clay_bucket:0, Pear Cider Clay Bucket
ceramics:clay_bucket:0, Plum Wine Clay Bucket
ceramics:clay_bucket:0, Carrot Wine Clay Bucket
ceramics:clay_bucket:0, White Wine Clay Bucket
ceramics:clay_bucket:0, Red Wine Clay Bucket
ceramics:clay_bucket:0, Sparkling Wine Clay Bucket
ceramics:clay_bucket:0, Agave Wine Clay Bucket
ceramics:clay_bucket:0, Fermented Potatoes Clay Bucket
ceramics:clay_bucket:0, Citrus Wine Clay Bucket
ceramics:clay_bucket:0, Cranberry Wine Clay Bucket
ceramics:clay_bucket:0, Pineapple Wine Clay Bucket
ceramics:clay_bucket:0, Tomato Wine Clay Bucket
ceramics:clay_bucket:0, Fruit Wine Clay Bucket
ceramics:clay_bucket:0, Ale Clay Bucket
ceramics:clay_bucket:0, Lager Clay Bucket
ceramics:clay_bucket:0, Wheat Beer Clay Bucket
ceramics:clay_bucket:0, Rye Beer Clay Bucket
ceramics:clay_bucket:0, Corn Beer Clay Bucket
ceramics:clay_bucket:0, Stout Clay Bucket
ceramics:clay_bucket:0, Fermented Grain Mash Clay Bucket
ceramics:clay_bucket:0, Fermented Wheat Mash Clay Bucket
ceramics:clay_bucket:0, Fermented Rye Mash Clay Bucket
ceramics:clay_bucket:0, Fermented Corn Mash Clay Bucket
ceramics:clay_bucket:0, Neutral Spirit Clay Bucket
ceramics:clay_bucket:0, Vodka Clay Bucket
ceramics:clay_bucket:0, White Rum Clay Bucket
ceramics:clay_bucket:0, Dark Rum Clay Bucket
ceramics:clay_bucket:0, Whiskey Clay Bucket
ceramics:clay_bucket:0, Bourbon Clay Bucket
ceramics:clay_bucket:0, Rye Whiskey Clay Bucket
ceramics:clay_bucket:0, Wheat Whiskey Clay Bucket
ceramics:clay_bucket:0, Fortified Wine Clay Bucket
ceramics:clay_bucket:0, Tequila Clay Bucket
ceramics:clay_bucket:0, Brandy Clay Bucket
ceramics:clay_bucket:0, Apple Brandy Clay Bucket
ceramics:clay_bucket:0, Pear Brandy Clay Bucket
ceramics:clay_bucket:0, Apricot Brandy Clay Bucket
ceramics:clay_bucket:0, Plum Brandy Clay Bucket
ceramics:clay_bucket:0, Cherry Brandy Clay Bucket
ceramics:clay_bucket:0, Elderberry Brandy Clay Bucket
ceramics:clay_bucket:0, Citrus Brandy Clay Bucket
ceramics:clay_bucket:0, Fruit Brandy Clay Bucket
ceramics:clay_bucket:0, Cachaca Clay Bucket
ceramics:clay_bucket:0, Gin Clay Bucket
ceramics:clay_bucket:0, Apple Liquor Clay Bucket
ceramics:clay_bucket:0, Pear Liquor Clay Bucket
ceramics:clay_bucket:0, Cherry Liquor Clay Bucket
ceramics:clay_bucket:0, Elderberry Liquor Clay Bucket
ceramics:clay_bucket:0, Apricot Liquor Clay Bucket
ceramics:clay_bucket:0, Fruit Liquor Clay Bucket
ceramics:clay_bucket:0, Almond Liqueur Clay Bucket
ceramics:clay_bucket:0, Orange Liqueur Clay Bucket
ceramics:clay_bucket:0, Banana Liqueur Clay Bucket
ceramics:clay_bucket:0, Chocolate Liqueur Clay Bucket
ceramics:clay_bucket:0, Mint Liqueur Clay Bucket
ceramics:clay_bucket:0, Hazelnut Liqueur Clay Bucket
ceramics:clay_bucket:0, Cinnamon Liqueur Clay Bucket
ceramics:clay_bucket:0, Coffee Liqueur Clay Bucket
ceramics:clay_bucket:0, Melon Liqueur Clay Bucket
ceramics:clay_bucket:0, Anise Liqueur Clay Bucket
ceramics:clay_bucket:0, Peach Liqueur Clay Bucket
ceramics:clay_bucket:0, Lemon Liqueur Clay Bucket
ceramics:clay_bucket:0, Herbal Liqueur Clay Bucket
ceramics:clay_bucket:0, Cherry Liqueur Clay Bucket
ceramics:clay_bucket:0, Blackcurrant Liqueur Clay Bucket
ceramics:clay_bucket:0, Blackberry Liqueur Clay Bucket
ceramics:clay_bucket:0, Raspberry Liqueur Clay Bucket
ceramics:clay_bucket:0, Poison Clay Bucket
ceramics:clay_bucket:0, Amber Clay Bucket
ceramics:clay_bucket:0, Crystallized Obsidian Clay Bucket
ceramics:clay_bucket:0, Experience Clay Bucket
ceramics:clay_bucket:0, Molten Blood Infused Iron Clay Bucket
ceramics:clay_bucket:0, Dark Magic Essence Clay Bucket
ceramics:clay_bucket:0, White Magic Essence Clay Bucket
ceramics:clay_bucket:0, Essence of the Gods Clay Bucket
ceramics:clay_bucket:0, Cooking Oil Clay Bucket
ceramics:clay_bucket:0, Vinegar Clay Bucket
ceramics:clay_bucket:0, Super Glue Clay Bucket
ceramics:clay_bucket:0, Liquid Crystalline Clay Bucket
ceramics:clay_bucket:0, Raw Boosting Mixture Clay Bucket
ceramics:clay_bucket:0, Refined Boosting Mixture Clay Bucket
ceramics:clay_bucket:0, Molten Shibuichi Clay Bucket
ceramics:clay_bucket:0, Creosote Oil Clay Bucket
ceramics:clay_bucket:0, Liquifacted Coal Clay Bucket
ceramics:clay_bucket:0, Crude Oil Clay Bucket
ceramics:clay_bucket:0, Naphtha Clay Bucket
ceramics:clay_bucket:0, Refined Fuel Clay Bucket
ceramics:clay_bucket:0, Sap Clay Bucket
ceramics:clay_bucket:0, Syrup Clay Bucket
ceramics:clay_bucket:0, Resin Clay Bucket
ceramics:clay_bucket:0, Tree Oil Clay Bucket
ceramics:clay_bucket:0, Seed Oil Clay Bucket
ceramics:clay_bucket:0, Biocrude Clay Bucket
ceramics:clay_bucket:0, Grassoline Clay Bucket
ceramics:clay_bucket:0, Mushroom Stew Clay Bucket
ceramics:clay_bucket:0, Essence of Knowledge Clay Bucket
ceramics:clay_bucket:0, Potion Clay Bucket
ceramics:clay_bucket:0, Splash Potion Clay Bucket
ceramics:clay_bucket:0, Lingering Potion Clay Bucket
ceramics:clay_bucket:0, Destabilized Redstone Clay Bucket
ceramics:clay_bucket:0, Energized Glowstone Clay Bucket
ceramics:clay_bucket:0, Resonant Ender Clay Bucket
ceramics:clay_bucket:0, Blazing Pyrotheum Clay Bucket
ceramics:clay_bucket:0, Gelid Cryotheum Clay Bucket
ceramics:clay_bucket:0, Zephyrean Aerotheum Clay Bucket
ceramics:clay_bucket:0, Tectonic Petrotheum Clay Bucket
ceramics:clay_bucket:0, Primal Mana Clay Bucket
ceramics:clay_bucket:0, Molten Platinum Clay Bucket
ceramics:clay_bucket:0, Molten Iridium Clay Bucket
ceramics:clay_bucket:0, Molten Invar Clay Bucket
ceramics:clay_bucket:0, Molten Constantan Clay Bucket
ceramics:clay_bucket:0, Molten Signalum Clay Bucket
ceramics:clay_bucket:0, Molten Lumium Clay Bucket
ceramics:clay_bucket:0, Molten Enderium Clay Bucket
ceramics:clay_bucket:0, Blood Clay Bucket
ceramics:clay_bucket:0, Poison Clay Bucket
ceramics:clay_bucket:0, Plant Oil Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Biodiesel Clay Bucket
ceramics:clay_bucket:0, Liquid Concrete Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Clay Bucket
ceramics:clay_bucket:0, Oil Clay Bucket
ceramics:clay_bucket:0, Gasoline Clay Bucket
ceramics:clay_bucket:0, Oxygen Clay Bucket
ceramics:clay_bucket:0, Hydrogen Clay Bucket
ceramics:clay_bucket:0, Bacterial Sludge Clay Bucket
ceramics:clay_bucket:0, Methane Gas Clay Bucket
ceramics:clay_bucket:0, Atmospheric Gases Clay Bucket
ceramics:clay_bucket:0, Liquid Methane Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Clay Bucket
ceramics:clay_bucket:0, Nitrogen Clay Bucket
ceramics:clay_bucket:0, CO2 Gas Clay Bucket
ceramics:clay_bucket:0, Argon Clay Bucket
ceramics:clay_bucket:0, Liquid Argon Clay Bucket
ceramics:clay_bucket:0, Helium Clay Bucket
ceramics:clay_bucket:0, Sulphuric Acid Clay Bucket
ceramics:clay_bucket:0, Evil Infused Iron Clay Bucket
ceramics:clay_bucket:0, Enchanted Metal Clay Bucket
ceramics:clay_bucket:0, Molten Demon Metal Clay Bucket
ceramics:clay_bucket:0, Mutagen Clay Bucket
ceramics:clay_bucket:0, Liquid DNA Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Molten Fire Dragonsteel Clay Bucket
ceramics:clay_bucket:0, Molten Ice Dragonsteel Clay Bucket
ceramics:clay_bucket:0, Essence Clay Bucket
ceramics:clay_bucket:0, Liquid Meat Clay Bucket
ceramics:clay_bucket:0, Latex Clay Bucket
ceramics:clay_bucket:0, Sewage Clay Bucket
ceramics:clay_bucket:0, Sludge Clay Bucket
ceramics:clay_bucket:0, Biofuel Clay Bucket
ceramics:clay_bucket:0, Pink Slime Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Raw Ore Meat Clay Bucket
ceramics:clay_bucket:0, Fermented Ore Meat Clay Bucket
ceramics:clay_bucket:0, Menril Resin Clay Bucket
ceramics:clay_bucket:0, Liquid Chorus Clay Bucket
ceramics:clay_bucket:0, Molten Soulium Clay Bucket
ceramics:clay_bucket:0, Molten Base Essence Clay Bucket
ceramics:clay_bucket:0, Molten Inferium Clay Bucket
ceramics:clay_bucket:0, Molten Prudentium Clay Bucket
ceramics:clay_bucket:0, Molten Intermedium Clay Bucket
ceramics:clay_bucket:0, Molten Superium Clay Bucket
ceramics:clay_bucket:0, Molten Supremium Clay Bucket
ceramics:clay_bucket:0, Deuterium Clay Bucket
ceramics:clay_bucket:0, Tritium Clay Bucket
ceramics:clay_bucket:0, Helium-3 Clay Bucket
ceramics:clay_bucket:0, Molten Boron Clay Bucket
ceramics:clay_bucket:0, Molten Boron-10 Clay Bucket
ceramics:clay_bucket:0, Molten Boron-11 Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-6 Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-7 Clay Bucket
ceramics:clay_bucket:0, Molten Ferroboron Clay Bucket
ceramics:clay_bucket:0, Molten Tough Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Hard Carbon Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Clay Bucket
ceramics:clay_bucket:0, Molten Manganese Clay Bucket
ceramics:clay_bucket:0, Molten Manganese Dioxide Clay Bucket
ceramics:clay_bucket:0, Molten Sulfur Clay Bucket
ceramics:clay_bucket:0, Molten Arsenic Clay Bucket
ceramics:clay_bucket:0, Liquid Helium Clay Bucket
ceramics:clay_bucket:0, Liquid Nitrogen Clay Bucket
ceramics:clay_bucket:0, Plasma Clay Bucket
ceramics:clay_bucket:0, Neutron Fluid Clay Bucket
ceramics:clay_bucket:0, Methanol Clay Bucket
ceramics:clay_bucket:0, RadAway Fluid Clay Bucket
ceramics:clay_bucket:0, Slow-Acting RadAway Fluid Clay Bucket
ceramics:clay_bucket:0, Fluorine Clay Bucket
ceramics:clay_bucket:0, Carbon Dioxide Clay Bucket
ceramics:clay_bucket:0, Carbon Monoxide Clay Bucket
ceramics:clay_bucket:0, Ethylene Clay Bucket
ceramics:clay_bucket:0, Fluoromethane Clay Bucket
ceramics:clay_bucket:0, Ammonia Clay Bucket
ceramics:clay_bucket:0, Oxygen Difluoride Clay Bucket
ceramics:clay_bucket:0, Diborane Clay Bucket
ceramics:clay_bucket:0, Sulfur Dioxide Clay Bucket
ceramics:clay_bucket:0, Sulfur Trioxide Clay Bucket
ceramics:clay_bucket:0, Hydrofluoric Acid Clay Bucket
ceramics:clay_bucket:0, Boric Acid Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Boron Nitride Solution Clay Bucket
ceramics:clay_bucket:0, Fluorite Water Clay Bucket
ceramics:clay_bucket:0, Calcium Sulfate Solution Clay Bucket
ceramics:clay_bucket:0, Sodium Fluoride Solution Clay Bucket
ceramics:clay_bucket:0, Potassium Fluoride Solution Clay Bucket
ceramics:clay_bucket:0, Sodium Hydroxide Solution Clay Bucket
ceramics:clay_bucket:0, Potassium Hydroxide Solution Clay Bucket
ceramics:clay_bucket:0, Borax Solution Clay Bucket
ceramics:clay_bucket:0, Corium Clay Bucket
ceramics:clay_bucket:0, Chocolate Liquor Clay Bucket
ceramics:clay_bucket:0, Cocoa Butter Clay Bucket
ceramics:clay_bucket:0, Molten Unsweetened Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Dark Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Milk Chocolate Clay Bucket
ceramics:clay_bucket:0, Molten Sugar Clay Bucket
ceramics:clay_bucket:0, Molten Gelatin Clay Bucket
ceramics:clay_bucket:0, Hydrated Gelatin Clay Bucket
ceramics:clay_bucket:0, Liquid Marshmallow Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Mixture Clay Bucket
ceramics:clay_bucket:0, Molten Sodium Hydroxide Clay Bucket
ceramics:clay_bucket:0, Molten Potassium Hydroxide Clay Bucket
ceramics:clay_bucket:0, High Pressure Steam Clay Bucket
ceramics:clay_bucket:0, Exhaust Steam Clay Bucket
ceramics:clay_bucket:0, Low Pressure Steam Clay Bucket
ceramics:clay_bucket:0, Low Quality Steam Clay Bucket
ceramics:clay_bucket:0, Preheated Water Clay Bucket
ceramics:clay_bucket:0, Condensate Water Clay Bucket
ceramics:clay_bucket:0, Molten Sodium Clay Bucket
ceramics:clay_bucket:0, Molten Potassium Clay Bucket
ceramics:clay_bucket:0, Eutectic NaK Alloy Clay Bucket
ceramics:clay_bucket:0, Hot Eutectic NaK Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Boron Arsenide Clay Bucket
ceramics:clay_bucket:0, Silicon Carbide Vapor Clay Bucket
ceramics:clay_bucket:0, Molten Alugentum Clay Bucket
ceramics:clay_bucket:0, Molten Alumina Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-235 Clay Bucket
